10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
10027120	陳柏翰	71	92	80	98	99	95	89.17
